category_id,category_name,victim_age,victim_gender,location,reporter_type,narrative,gbv_related,priority,timestamp,perpetrator_relation,perpetrator_age,repeat_offense
34,Child offer,16,Male,Public place,Teacher,Teacher reports case of child offer involving 16-year-old Male child. Incidient occurred at Public place. ,Yes,High,2025-05-01 13:08:06,,,
25,Internally Displaced Child,6,Female,Public place,Teacher,Teacher reports case of internally displaced child involving 6-year-old Female child. Incidient occurred at Public place. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,,,
30,Refugee child,7,Male,Online,Neighbor,Neighbor reports case of refugee child involving 7-year-old Male child. Incidient occurred at Online. ,No,High,2025-05-01 13:08:06,,,
23,Incest,10,Male,Home,Healthcare worker,Healthcare worker reports case of incest involving 10-year-old Male child. Incidient occurred at Home. Investigation ongoing.,Yes,Low,2025-05-01 13:08:06,Relative,40.0,No
3,Attempted Defilement,16,Female,Online,Teacher,Teacher reports case of attempted defilement involving 16-year-old Female child. Incidient occurred at Online. ,No,Low,2025-05-01 13:08:06,Stranger,23.0,Yes
14,Child in conflict with the law,7,Intersex,School,Neighbor,Neighbor reports case of child in conflict with the law involving 7-year-old Intersex child. Incidient occurred at School. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,,,
1,Abandoned,1,Intersex,Home,Teacher,"Child (1, Intersex) abandoned at Home yesterday. Teacher reports no known family members have come forward.",No,High,2025-05-01 13:08:06,Parent,20.0,Yes
30,Refugee child,13,Male,School,Teacher,Teacher reports case of refugee child involving 13-year-old Male child. Incidient occurred at School. Child is now safe.,Yes,High,2025-05-01 13:08:06,,,
17,Drug and substance abuse,12,Female,Public place,Parent,Parent reports case of drug and substance abuse involving 12-year-old Female child. Incidient occurred at Public place. ,Yes,Low,2025-05-01 13:08:06,,,
27,Neglect,14,Male,Home,Teacher,Teacher reports neglect of 14-year-old Male child at Home. Child shows signs of malnutrition.,No,Low,2025-05-01 13:08:06,,,
29,Orphaned,16,Female,Online,Parent,Parent reports case of orphaned involving 16-year-old Female child. Incidient occurred at Online. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,,,
14,Child in conflict with the law,16,Female,Online,Teacher,Teacher reports case of child in conflict with the law involving 16-year-old Female child. Incidient occurred at Online. Investigation ongoing.,Yes,Low,2025-05-01 13:08:06,,,
35,Child out of school,15,Male,Home,Neighbor,Neighbor reports case of child out of school involving 15-year-old Male child. Incidient occurred at Home. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,,,
20,Emotional abuse,13,Female,Home,Teacher,Teacher reports case of emotional abuse involving 13-year-old Female child. Incidient occurred at Home. Child is now safe.,No,Low,2025-05-01 13:08:06,Parent,39.0,Yes
18,Child Pregnancy,4,Female,Online,Neighbor,Neighbor reports case of child pregnancy involving 4-year-old Female child. Incidient occurred at Online. Child is now safe.,No,Low,2025-05-01 13:08:06,,,
31,Sexual assault,1,Intersex,School,Teacher,Teacher reports case of sexual assault involving 1-year-old Intersex child. Incidient occurred at School. ,Yes,Medium,2025-05-01 13:08:06,Teacher,62.0,No
22,Female Genital Mutilation,10,Intersex,School,Neighbor,Neighbor reports case of female genital mutilation involving 10-year-old Intersex child. Incidient occurred at School. Child is now safe.,No,High,2025-05-01 13:08:06,Stranger,44.0,Yes
33,Unlawful confinement,6,Male,Home,Neighbor,Neighbor reports case of unlawful confinement involving 6-year-old Male child. Incidient occurred at Home. ,Yes,Medium,2025-05-01 13:08:06,,,
29,Orphaned,16,Male,School,Parent,Parent reports case of orphaned involving 16-year-old Male child. Incidient occurred at School. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,,,
17,Drug and substance abuse,17,Female,Public place,Teacher,Teacher reports case of drug and substance abuse involving 17-year-old Female child. Incidient occurred at Public place. Investigation ongoing.,No,Low,2025-05-01 13:08:06,,,
22,Female Genital Mutilation,1,Female,Home,Parent,Parent reports case of female genital mutilation involving 1-year-old Female child. Incidient occurred at Home. ,No,Low,2025-05-01 13:08:06,Neighbor,66.0,Yes
5,Physical abuse/violence,16,Female,Online,Neighbor,Neighbor reports case of physical abuse/violence involving 16-year-old Female child. Incidient occurred at Online. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,Neighbor,36.0,No
32,Child Truancy,15,Intersex,Online,Healthcare worker,Healthcare worker reports case of child truancy involving 15-year-old Intersex child. Incidient occurred at Online. Investigation ongoing.,No,Medium,2025-05-01 13:08:06,,,
15,Defilement,3,Male,Public place,Healthcare worker,"Medical examination confirms defilement of 3-year-old. Incident occurred at Public place, reported by Healthcare worker.",No,Low,2025-05-01 13:08:06,Relative,52.0,No
31,Sexual assault,8,Male,Online,Teacher,Teacher reports case of sexual assault involving 8-year-old Male child. Incidient occurred at Online. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,Relative,65.0,Yes
19,Child marriage,3,Intersex,School,Healthcare worker,Healthcare worker reports case of child marriage involving 3-year-old Intersex child. Incidient occurred at School. Child is now safe.,No,High,2025-05-01 13:08:06,,,
10,Sexual assault and Abuse,1,Male,Home,Parent,Parent reports case of sexual assault and abuse involving 1-year-old Male child. Incidient occurred at Home. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,Relative,36.0,Yes
15,Defilement,11,Male,Home,Parent,"Medical examination confirms defilement of 11-year-old. Incident occurred at Home, reported by Parent.",Yes,Medium,2025-05-01 13:08:06,Teacher,24.0,No
8,Child labor,2,Male,Online,Parent,Parent reports case of child labor involving 2-year-old Male child. Incidient occurred at Online. Child is now safe.,No,High,2025-05-01 13:08:06,,,
23,Incest,14,Female,Online,Teacher,Teacher reports case of incest involving 14-year-old Female child. Incidient occurred at Online. Investigation ongoing.,Yes,Low,2025-05-01 13:08:06,Teacher,58.0,No
30,Refugee child,9,Intersex,School,Teacher,Teacher reports case of refugee child involving 9-year-old Intersex child. Incidient occurred at School. ,Yes,High,2025-05-01 13:08:06,,,
38,Child radicalization,3,Female,Public place,Teacher,Teacher reports case of child radicalization involving 3-year-old Female child. Incidient occurred at Public place. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
12,Parental Child Abduction,5,Intersex,Public place,Teacher,Teacher reports case of parental child abduction involving 5-year-old Intersex child. Incidient occurred at Public place. ,No,High,2025-05-01 13:08:06,Stranger,63.0,Yes
1,Abandoned,1,Intersex,School,Teacher,1-year-old Intersex child found living on the streets in School. Reported by Teacher who noticed the child appearing malnourished.,No,Medium,2025-05-01 13:08:06,Neighbor,20.0,Yes
6,Registration,9,Intersex,Home,Teacher,Teacher reports case of registration involving 9-year-old Intersex child. Incidient occurred at Home. ,No,Medium,2025-05-01 13:08:06,,,
21,Harmful cultural practices,11,Male,Home,Neighbor,Neighbor reports case of harmful cultural practices involving 11-year-old Male child. Incidient occurred at Home. ,No,High,2025-05-01 13:08:06,,,
36,Sick child (Chronic Illness),4,Male,Public place,Healthcare worker,Healthcare worker reports case of sick child (chronic illness) involving 4-year-old Male child. Incidient occurred at Public place. Investigation ongoing.,Yes,Low,2025-05-01 13:08:06,,,
18,Child Pregnancy,2,Male,Online,Neighbor,Neighbor reports case of child pregnancy involving 2-year-old Male child. Incidient occurred at Online. Child is now safe.,Yes,High,2025-05-01 13:08:06,,,
30,Refugee child,1,Intersex,School,Neighbor,Neighbor reports case of refugee child involving 1-year-old Intersex child. Incidient occurred at School. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,,,
12,Parental Child Abduction,2,Female,School,Neighbor,Neighbor reports case of parental child abduction involving 2-year-old Female child. Incidient occurred at School. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,Neighbor,69.0,No
9,Child of imprisoned/detained parent(s),6,Intersex,Public place,Neighbor,Neighbor reports case of child of imprisoned/detained parent(s) involving 6-year-old Intersex child. Incidient occurred at Public place. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,,,
6,Registration,15,Female,School,Parent,Parent reports case of registration involving 15-year-old Female child. Incidient occurred at School. ,No,Medium,2025-05-01 13:08:06,,,
4,Custody,3,Female,Public place,Healthcare worker,Healthcare worker reports case of custody involving 3-year-old Female child. Incidient occurred at Public place. Investigation ongoing.,No,Low,2025-05-01 13:08:06,,,
40,Destitute child,6,Female,Home,Teacher,Teacher reports case of destitute child involving 6-year-old Female child. Incidient occurred at Home. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
24,Disinheritance/succession,8,Intersex,Public place,Teacher,Teacher reports case of disinheritance/succession involving 8-year-old Intersex child. Incidient occurred at Public place. Investigation ongoing.,No,Low,2025-05-01 13:08:06,,,
20,Emotional abuse,10,Female,Home,Teacher,Teacher reports case of emotional abuse involving 10-year-old Female child. Incidient occurred at Home. ,Yes,Medium,2025-05-01 13:08:06,Neighbor,61.0,Yes
24,Disinheritance/succession,6,Male,Home,Teacher,Teacher reports case of disinheritance/succession involving 6-year-old Male child. Incidient occurred at Home. ,Yes,Low,2025-05-01 13:08:06,,,
2,Abduction,6,Female,Public place,Teacher,Teacher reports case of abduction involving 6-year-old Female child. Incidient occurred at Public place. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,Parent,57.0,Yes
27,Neglect,12,Male,Public place,Healthcare worker,Chronic neglect case. 12-year-old Male living in Public place with no proper shelter.,No,High,2025-05-01 13:08:06,,,
10,Sexual assault and Abuse,8,Male,Home,Parent,Parent reports case of sexual assault and abuse involving 8-year-old Male child. Incidient occurred at Home. ,Yes,Medium,2025-05-01 13:08:06,Parent,54.0,No
9,Child of imprisoned/detained parent(s),16,Intersex,School,Parent,Parent reports case of child of imprisoned/detained parent(s) involving 16-year-old Intersex child. Incidient occurred at School. Investigation ongoing.,No,High,2025-05-01 13:08:06,,,
25,Internally Displaced Child,15,Male,Online,Teacher,Teacher reports case of internally displaced child involving 15-year-old Male child. Incidient occurred at Online. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,,,
25,Internally Displaced Child,3,Male,Online,Healthcare worker,Healthcare worker reports case of internally displaced child involving 3-year-old Male child. Incidient occurred at Online. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
23,Incest,2,Male,Public place,Healthcare worker,Healthcare worker reports case of incest involving 2-year-old Male child. Incidient occurred at Public place. Investigation ongoing.,Yes,Low,2025-05-01 13:08:06,Teacher,26.0,Yes
28,Online Child Abuse,9,Intersex,Public place,Neighbor,Neighbor reports case of online child abuse involving 9-year-old Intersex child. Incidient occurred at Public place. Investigation ongoing.,No,High,2025-05-01 13:08:06,,,
37,Child headed household,11,Male,Home,Parent,Parent reports case of child headed household involving 11-year-old Male child. Incidient occurred at Home. ,No,High,2025-05-01 13:08:06,,,
10,Sexual assault and Abuse,12,Intersex,Public place,Parent,Parent reports case of sexual assault and abuse involving 12-year-old Intersex child. Incidient occurred at Public place. Investigation ongoing.,No,Low,2025-05-01 13:08:06,Teacher,39.0,Yes
17,Drug and substance abuse,6,Female,Online,Teacher,Teacher reports case of drug and substance abuse involving 6-year-old Female child. Incidient occurred at Online. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,,,
37,Child headed household,7,Male,School,Parent,Parent reports case of child headed household involving 7-year-old Male child. Incidient occurred at School. Child is now safe.,No,Low,2025-05-01 13:08:06,,,
6,Registration,2,Female,School,Healthcare worker,Healthcare worker reports case of registration involving 2-year-old Female child. Incidient occurred at School. ,No,Medium,2025-05-01 13:08:06,,,
1,Abandoned,0,Female,School,Neighbor,0-year-old Female child found living on the streets in School. Reported by Neighbor who noticed the child begging.,No,Low,2025-05-01 13:08:06,Teacher,20.0,Yes
22,Female Genital Mutilation,8,Male,Home,Parent,Parent reports case of female genital mutilation involving 8-year-old Male child. Incidient occurred at Home. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,Neighbor,30.0,Yes
21,Harmful cultural practices,4,Female,Online,Neighbor,Neighbor reports case of harmful cultural practices involving 4-year-old Female child. Incidient occurred at Online. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
32,Child Truancy,2,Female,Online,Neighbor,Neighbor reports case of child truancy involving 2-year-old Female child. Incidient occurred at Online. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,,,
28,Online Child Abuse,2,Male,Public place,Healthcare worker,Healthcare worker reports case of online child abuse involving 2-year-old Male child. Incidient occurred at Public place. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
7,Children on the Street,0,Female,School,Healthcare worker,Healthcare worker reports case of children on the street involving 0-year-old Female child. Incidient occurred at School. ,Yes,Medium,2025-05-01 13:08:06,,,
36,Sick child (Chronic Illness),9,Intersex,School,Parent,Parent reports case of sick child (chronic illness) involving 9-year-old Intersex child. Incidient occurred at School. ,Yes,High,2025-05-01 13:08:06,,,
40,Destitute child,15,Intersex,Public place,Healthcare worker,Healthcare worker reports case of destitute child involving 15-year-old Intersex child. Incidient occurred at Public place. ,No,Medium,2025-05-01 13:08:06,,,
26,Missing Child,12,Male,Public place,Parent,Parent reports case of missing child involving 12-year-old Male child. Incidient occurred at Public place. Investigation ongoing.,No,Medium,2025-05-01 13:08:06,,,
26,Missing Child,9,Female,School,Healthcare worker,Healthcare worker reports case of missing child involving 9-year-old Female child. Incidient occurred at School. Child is now safe.,Yes,High,2025-05-01 13:08:06,,,
41,Child parent,11,Intersex,Home,Neighbor,Neighbor reports case of child parent involving 11-year-old Intersex child. Incidient occurred at Home. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,,,
38,Child radicalization,16,Female,School,Neighbor,Neighbor reports case of child radicalization involving 16-year-old Female child. Incidient occurred at School. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
1,Abandoned,12,Female,Online,Healthcare worker,"Child (12, Female) abandoned at Online this morning. Healthcare worker reports no known family members have come forward.",No,High,2025-05-01 13:08:06,Parent,49.0,No
8,Child labor,10,Female,School,Healthcare worker,Healthcare worker reports case of child labor involving 10-year-old Female child. Incidient occurred at School. ,Yes,Medium,2025-05-01 13:08:06,,,
28,Online Child Abuse,14,Female,School,Neighbor,Neighbor reports case of online child abuse involving 14-year-old Female child. Incidient occurred at School. Child is now safe.,Yes,High,2025-05-01 13:08:06,,,
16,Child with disability,12,Male,School,Neighbor,Neighbor reports case of child with disability involving 12-year-old Male child. Incidient occurred at School. Investigation ongoing.,No,High,2025-05-01 13:08:06,,,
24,Disinheritance/succession,7,Intersex,School,Neighbor,Neighbor reports case of disinheritance/succession involving 7-year-old Intersex child. Incidient occurred at School. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
23,Incest,11,Intersex,Home,Parent,Parent reports case of incest involving 11-year-old Intersex child. Incidient occurred at Home. ,Yes,High,2025-05-01 13:08:06,Neighbor,66.0,Yes
25,Internally Displaced Child,13,Intersex,Home,Parent,Parent reports case of internally displaced child involving 13-year-old Intersex child. Incidient occurred at Home. Child is now safe.,Yes,High,2025-05-01 13:08:06,,,
19,Child marriage,10,Intersex,School,Healthcare worker,Healthcare worker reports case of child marriage involving 10-year-old Intersex child. Incidient occurred at School. ,No,High,2025-05-01 13:08:06,,,
12,Parental Child Abduction,9,Intersex,School,Parent,Parent reports case of parental child abduction involving 9-year-old Intersex child. Incidient occurred at School. Child is now safe.,No,Medium,2025-05-01 13:08:06,Neighbor,26.0,No
13,Child infected with HIV,12,Female,Public place,Parent,Parent reports case of child infected with hiv involving 12-year-old Female child. Incidient occurred at Public place. ,Yes,Low,2025-05-01 13:08:06,,,
10,Sexual assault and Abuse,2,Male,Home,Healthcare worker,Healthcare worker reports case of sexual assault and abuse involving 2-year-old Male child. Incidient occurred at Home. ,Yes,High,2025-05-01 13:08:06,Teacher,19.0,No
36,Sick child (Chronic Illness),8,Male,Home,Neighbor,Neighbor reports case of sick child (chronic illness) involving 8-year-old Male child. Incidient occurred at Home. Child is now safe.,Yes,High,2025-05-01 13:08:06,,,
17,Drug and substance abuse,2,Male,Public place,Healthcare worker,Healthcare worker reports case of drug and substance abuse involving 2-year-old Male child. Incidient occurred at Public place. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,,,
27,Neglect,9,Male,Public place,Teacher,Teacher reports neglect of 9-year-old Male child at Public place. Child shows signs of poor hygiene.,Yes,Low,2025-05-01 13:08:06,,,
31,Sexual assault,17,Intersex,School,Neighbor,Neighbor reports case of sexual assault involving 17-year-old Intersex child. Incidient occurred at School. Child is now safe.,No,High,2025-05-01 13:08:06,Relative,37.0,Yes
15,Defilement,4,Female,Online,Parent,4-year-old Female child allegedly defiled at Online. Parent noticed physical signs.,No,Low,2025-05-01 13:08:06,Stranger,53.0,Yes
39,Forced Male Circumcision,2,Male,Online,Parent,Parent reports case of forced male circumcision involving 2-year-old Male child. Incidient occurred at Online. Investigation ongoing.,No,Low,2025-05-01 13:08:06,Relative,49.0,No
39,Forced Male Circumcision,3,Intersex,Home,Teacher,Teacher reports case of forced male circumcision involving 3-year-old Intersex child. Incidient occurred at Home. ,Yes,High,2025-05-01 13:08:06,Relative,37.0,Yes
33,Unlawful confinement,15,Intersex,Home,Healthcare worker,Healthcare worker reports case of unlawful confinement involving 15-year-old Intersex child. Incidient occurred at Home. ,Yes,Medium,2025-05-01 13:08:06,,,
19,Child marriage,8,Female,Home,Parent,Parent reports case of child marriage involving 8-year-old Female child. Incidient occurred at Home. ,No,High,2025-05-01 13:08:06,,,
35,Child out of school,10,Male,Home,Teacher,Teacher reports case of child out of school involving 10-year-old Male child. Incidient occurred at Home. ,No,Low,2025-05-01 13:08:06,,,
28,Online Child Abuse,0,Male,Public place,Neighbor,Neighbor reports case of online child abuse involving 0-year-old Male child. Incidient occurred at Public place. Child is now safe.,No,Low,2025-05-01 13:08:06,,,
9,Child of imprisoned/detained parent(s),17,Female,Home,Neighbor,Neighbor reports case of child of imprisoned/detained parent(s) involving 17-year-old Female child. Incidient occurred at Home. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,,,
7,Children on the Street,10,Intersex,Home,Healthcare worker,Healthcare worker reports case of children on the street involving 10-year-old Intersex child. Incidient occurred at Home. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,,,
13,Child infected with HIV,1,Female,Public place,Neighbor,Neighbor reports case of child infected with hiv involving 1-year-old Female child. Incidient occurred at Public place. ,Yes,Low,2025-05-01 13:08:06,,,
12,Parental Child Abduction,7,Female,Public place,Parent,Parent reports case of parental child abduction involving 7-year-old Female child. Incidient occurred at Public place. Child is now safe.,No,Medium,2025-05-01 13:08:06,Parent,33.0,No
11,Child Trafficking,11,Female,School,Healthcare worker,Healthcare worker reports case of child trafficking involving 11-year-old Female child. Incidient occurred at School. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,Parent,19.0,Yes
16,Child with disability,17,Intersex,Public place,Teacher,Teacher reports case of child with disability involving 17-year-old Intersex child. Incidient occurred at Public place. ,Yes,High,2025-05-01 13:08:06,,,
24,Disinheritance/succession,1,Intersex,School,Healthcare worker,Healthcare worker reports case of disinheritance/succession involving 1-year-old Intersex child. Incidient occurred at School. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,,,
39,Forced Male Circumcision,3,Male,Home,Parent,Parent reports case of forced male circumcision involving 3-year-old Male child. Incidient occurred at Home. Child is now safe.,No,Low,2025-05-01 13:08:06,Neighbor,44.0,No
29,Orphaned,13,Male,Online,Healthcare worker,Healthcare worker reports case of orphaned involving 13-year-old Male child. Incidient occurred at Online. Child is now safe.,No,High,2025-05-01 13:08:06,,,
14,Child in conflict with the law,11,Intersex,School,Healthcare worker,Healthcare worker reports case of child in conflict with the law involving 11-year-old Intersex child. Incidient occurred at School. ,Yes,Medium,2025-05-01 13:08:06,,,
24,Disinheritance/succession,4,Female,Online,Healthcare worker,Healthcare worker reports case of disinheritance/succession involving 4-year-old Female child. Incidient occurred at Online. ,No,High,2025-05-01 13:08:06,,,
20,Emotional abuse,9,Female,School,Parent,Parent reports case of emotional abuse involving 9-year-old Female child. Incidient occurred at School. ,No,Medium,2025-05-01 13:08:06,Relative,41.0,Yes
8,Child labor,12,Intersex,Online,Teacher,Teacher reports case of child labor involving 12-year-old Intersex child. Incidient occurred at Online. Investigation ongoing.,No,Medium,2025-05-01 13:08:06,,,
25,Internally Displaced Child,3,Female,Online,Healthcare worker,Healthcare worker reports case of internally displaced child involving 3-year-old Female child. Incidient occurred at Online. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
10,Sexual assault and Abuse,1,Intersex,Public place,Healthcare worker,Healthcare worker reports case of sexual assault and abuse involving 1-year-old Intersex child. Incidient occurred at Public place. ,No,Medium,2025-05-01 13:08:06,Neighbor,52.0,No
18,Child Pregnancy,3,Male,Public place,Neighbor,Neighbor reports case of child pregnancy involving 3-year-old Male child. Incidient occurred at Public place. ,Yes,Low,2025-05-01 13:08:06,,,
27,Neglect,10,Female,Online,Parent,Chronic neglect case. 10-year-old Female living in Online with lack of supervision.,No,High,2025-05-01 13:08:06,,,
13,Child infected with HIV,2,Intersex,Home,Teacher,Teacher reports case of child infected with hiv involving 2-year-old Intersex child. Incidient occurred at Home. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
39,Forced Male Circumcision,16,Male,Home,Neighbor,Neighbor reports case of forced male circumcision involving 16-year-old Male child. Incidient occurred at Home. Child is now safe.,Yes,Low,2025-05-01 13:08:06,Relative,54.0,No
17,Drug and substance abuse,0,Male,Public place,Healthcare worker,Healthcare worker reports case of drug and substance abuse involving 0-year-old Male child. Incidient occurred at Public place. Child is now safe.,No,Low,2025-05-01 13:08:06,,,
22,Female Genital Mutilation,7,Male,Online,Teacher,Teacher reports case of female genital mutilation involving 7-year-old Male child. Incidient occurred at Online. Child is now safe.,Yes,Low,2025-05-01 13:08:06,Teacher,34.0,No
20,Emotional abuse,17,Female,Public place,Neighbor,Neighbor reports case of emotional abuse involving 17-year-old Female child. Incidient occurred at Public place. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,Neighbor,32.0,No
41,Child parent,13,Female,Online,Teacher,Teacher reports case of child parent involving 13-year-old Female child. Incidient occurred at Online. ,No,Low,2025-05-01 13:08:06,,,
34,Child offer,16,Female,School,Parent,Parent reports case of child offer involving 16-year-old Female child. Incidient occurred at School. Investigation ongoing.,No,High,2025-05-01 13:08:06,,,
35,Child out of school,9,Female,School,Parent,Parent reports case of child out of school involving 9-year-old Female child. Incidient occurred at School. Investigation ongoing.,No,Medium,2025-05-01 13:08:06,,,
18,Child Pregnancy,1,Male,Public place,Neighbor,Neighbor reports case of child pregnancy involving 1-year-old Male child. Incidient occurred at Public place. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,,,
5,Physical abuse/violence,11,Intersex,Home,Parent,Parent reports case of physical abuse/violence involving 11-year-old Intersex child. Incidient occurred at Home. ,No,Low,2025-05-01 13:08:06,Relative,68.0,No
4,Custody,0,Male,School,Parent,Parent reports case of custody involving 0-year-old Male child. Incidient occurred at School. ,No,High,2025-05-01 13:08:06,,,
6,Registration,7,Male,School,Neighbor,Neighbor reports case of registration involving 7-year-old Male child. Incidient occurred at School. ,No,Medium,2025-05-01 13:08:06,,,
11,Child Trafficking,12,Male,Public place,Parent,Parent reports case of child trafficking involving 12-year-old Male child. Incidient occurred at Public place. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,Teacher,57.0,Yes
10,Sexual assault and Abuse,11,Female,Home,Neighbor,Neighbor reports case of sexual assault and abuse involving 11-year-old Female child. Incidient occurred at Home. ,Yes,High,2025-05-01 13:08:06,Parent,55.0,No
36,Sick child (Chronic Illness),1,Female,Home,Healthcare worker,Healthcare worker reports case of sick child (chronic illness) involving 1-year-old Female child. Incidient occurred at Home. ,Yes,Low,2025-05-01 13:08:06,,,
36,Sick child (Chronic Illness),9,Male,Home,Healthcare worker,Healthcare worker reports case of sick child (chronic illness) involving 9-year-old Male child. Incidient occurred at Home. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,,,
35,Child out of school,13,Intersex,School,Teacher,Teacher reports case of child out of school involving 13-year-old Intersex child. Incidient occurred at School. Investigation ongoing.,No,Low,2025-05-01 13:08:06,,,
19,Child marriage,15,Male,Public place,Neighbor,Neighbor reports case of child marriage involving 15-year-old Male child. Incidient occurred at Public place. Child is now safe.,Yes,High,2025-05-01 13:08:06,,,
1,Abandoned,2,Intersex,Public place,Parent,"Child (2, Intersex) abandoned at Public place last week. Parent reports no known family members have come forward.",No,Medium,2025-05-01 13:08:06,Teacher,22.0,Yes
21,Harmful cultural practices,3,Female,Online,Parent,Parent reports case of harmful cultural practices involving 3-year-old Female child. Incidient occurred at Online. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
38,Child radicalization,5,Intersex,Public place,Teacher,Teacher reports case of child radicalization involving 5-year-old Intersex child. Incidient occurred at Public place. ,Yes,Low,2025-05-01 13:08:06,,,
3,Attempted Defilement,17,Male,Online,Teacher,Teacher reports case of attempted defilement involving 17-year-old Male child. Incidient occurred at Online. ,Yes,High,2025-05-01 13:08:06,Parent,64.0,Yes
37,Child headed household,1,Intersex,Home,Parent,Parent reports case of child headed household involving 1-year-old Intersex child. Incidient occurred at Home. Child is now safe.,No,Medium,2025-05-01 13:08:06,,,
21,Harmful cultural practices,13,Male,School,Neighbor,Neighbor reports case of harmful cultural practices involving 13-year-old Male child. Incidient occurred at School. ,No,Medium,2025-05-01 13:08:06,,,
15,Defilement,3,Male,Online,Neighbor,"Medical examination confirms defilement of 3-year-old. Incident occurred at Online, reported by Neighbor.",No,Low,2025-05-01 13:08:06,Teacher,36.0,No
15,Defilement,16,Intersex,Public place,Healthcare worker,"Medical examination confirms defilement of 16-year-old. Incident occurred at Public place, reported by Healthcare worker.",No,High,2025-05-01 13:08:06,Neighbor,51.0,Yes
9,Child of imprisoned/detained parent(s),5,Intersex,Home,Healthcare worker,Healthcare worker reports case of child of imprisoned/detained parent(s) involving 5-year-old Intersex child. Incidient occurred at Home. Child is now safe.,No,High,2025-05-01 13:08:06,,,
40,Destitute child,11,Intersex,Public place,Neighbor,Neighbor reports case of destitute child involving 11-year-old Intersex child. Incidient occurred at Public place. ,Yes,Medium,2025-05-01 13:08:06,,,
1,Abandoned,16,Female,Home,Healthcare worker,16-year-old Female child found living on the streets in Home. Reported by Healthcare worker who noticed the child begging.,Yes,High,2025-05-01 13:08:06,Stranger,59.0,Yes
16,Child with disability,5,Intersex,Online,Neighbor,Neighbor reports case of child with disability involving 5-year-old Intersex child. Incidient occurred at Online. ,No,High,2025-05-01 13:08:06,,,
31,Sexual assault,15,Female,School,Healthcare worker,Healthcare worker reports case of sexual assault involving 15-year-old Female child. Incidient occurred at School. ,Yes,Medium,2025-05-01 13:08:06,Teacher,63.0,Yes
25,Internally Displaced Child,9,Female,Online,Parent,Parent reports case of internally displaced child involving 9-year-old Female child. Incidient occurred at Online. Investigation ongoing.,Yes,Low,2025-05-01 13:08:06,,,
12,Parental Child Abduction,2,Male,Home,Parent,Parent reports case of parental child abduction involving 2-year-old Male child. Incidient occurred at Home. Child is now safe.,No,Low,2025-05-01 13:08:06,Parent,29.0,No
12,Parental Child Abduction,17,Female,School,Healthcare worker,Healthcare worker reports case of parental child abduction involving 17-year-old Female child. Incidient occurred at School. ,No,Low,2025-05-01 13:08:06,Stranger,56.0,No
21,Harmful cultural practices,17,Intersex,Home,Neighbor,Neighbor reports case of harmful cultural practices involving 17-year-old Intersex child. Incidient occurred at Home. Child is now safe.,No,Medium,2025-05-01 13:08:06,,,
22,Female Genital Mutilation,8,Female,Home,Healthcare worker,Healthcare worker reports case of female genital mutilation involving 8-year-old Female child. Incidient occurred at Home. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,Stranger,32.0,Yes
19,Child marriage,7,Male,Online,Neighbor,Neighbor reports case of child marriage involving 7-year-old Male child. Incidient occurred at Online. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,,,
